attendance,away_final_score,away_team,date,elapsed_time,g_id,home_final_score,home_team,start_time,umpire_1B,umpire_2B,umpire_3B,umpire_HP,venue_name,weather,wind,delay
21397,8,atl,2015-04-17,189,201500142,7,tor,7:07 PM,Bruce Dreckman,Tom Hallion,Alfonso Marquez,Joe West,Rogers Centre,"68 degrees, roof closed","0 mph, None",0
34341,2,bal,2015-04-17,193,201500143,3,bos,7:11 PM,Jerry Meals,Paul Emmel,Andy Fletcher,Jordan Baker,Fenway Park,"64 degrees, cloudy","14 mph, Out to RF",0
33084,1,cha,2015-04-17,155,201500144,2,det,1:08 PM,Jeff Kellogg,Brian O'Nora,Alan Porter,Mark Ripperger,Comerica Park,"64 degrees, sunny","2 mph, L to R",0
46462,1,cin,2015-04-17,141,201500145,6,sln,7:16 PM,Manny Gonzalez,Jim Reynolds,Paul Schrieber,Clint Fagan,Busch Stadium,"77 degrees, clear","3 mph, R to L",0
21307,2,cle,2015-04-17,218,201500146,3,min,7:12 PM,Tripp Gibson III,Brian Gorman,Mark Carlson,Mike DiMuro,Target Field,"74 degrees, partly cloudy","7 mph, Out to CF",0
48950,3,col,2015-04-17,198,201500147,7,lan,7:11 PM,Tim Timmons,Todd Tichenor,Tim Welke,Mike Everitt,Dodger Stadium,"73 degrees, clear","7 mph, Out to RF",0
38753,1,mia,2015-04-17,158,201500148,4,nyn,7:10 PM,Gary Cederstrom,Sean Barber,Eric Cooper,Lance Barksdale,Citi Field,"68 degrees, partly cloudy","9 mph, Out to RF",0
25664,3,mil,2015-04-17,177,201500149,6,pit,7:07 PM,Cory Blaser,Jeff Nelson,Laz Diaz,Chris Guccione,PNC Park,"77 degrees, partly cloudy","7 mph, Out to LF",0
15752,5,nya,2015-04-17,192,201500150,4,tba,7:11 PM,Bob Davidson,David Rackley,Jerry Layne,Hunter Wendelstedt,Tropicana Field,"72 degrees, dome","0 mph, None",0
39228,4,oak,2015-04-17,153,201500151,6,kca,7:10 PM,Jim Joyce,Greg Gibson,Marvin Hudson,Chad Fairchild,Kauffman Stadium,"74 degrees, cloudy","5 mph, R to L",0
31608,2,phi,2015-04-17,158,201500152,7,was,7:05 PM,Brian Knight,Vic Carapazza,Larry Vanover,Ron Kulpa,Nationals Park,"71 degrees, cloudy","4 mph, Out to RF",0
32138,5,sdn,2015-04-17,177,201500153,4,chn,1:20 PM,Bill Welke,James Hoye,John Hirschbeck,Sam Holbrook,Wrigley Field,"55 degrees, partly cloudy","9 mph, R to L",0
36606,3,tex,2015-04-17,180,201500154,1,sea,7:10 PM,Adam Hamari,Bill Miller,Adrian Johnson,Jim Wolf,Safeco Field,"59 degrees, clear","6 mph, In from LF",0
28209,0,ana,2015-04-18,158,201500155,4,hou,6:11 PM,Mike Estabrook,Dana DeMuth,Toby Basner,Paul Nauert,Minute Maid Park,"73 degrees, roof closed","0 mph, None",0
41756,1,ari,2015-04-18,158,201500156,4,sfn,6:07 PM,Dan Iassogna,CB Bucknor,Chris Segal,Lance Barrett,AT&T Park,"62 degrees, clear","12 mph, Out to CF",0
34743,5,atl,2015-04-18,161,201500157,6,tor,1:09 PM,Tom Hallion,Alfonso Marquez,Joe West,Bruce Dreckman,Rogers Centre,"68 degrees, roof closed","0 mph, None",0
37655,4,bal,2015-04-18,204,201500158,1,bos,4:06 PM,Paul Emmel,Andy Fletcher,Jordan Baker,Jerry Meals,Fenway Park,"47 degrees, sunny","10 mph, In from RF",0
39877,12,cha,2015-04-18,181,201500159,3,det,1:08 PM,Brian O'Nora,Alan Porter,Mark Ripperger,Jeff Kellogg,Comerica Park,"70 degrees, sunny","15 mph, L to R",0
45906,2,cin,2015-04-18,162,201500160,5,sln,1:15 PM,Jim Reynolds,Paul Schrieber,Clint Fagan,Manny Gonzalez,Busch Stadium,"75 degrees, cloudy","7 mph, R to L",0
23949,4,cle,2015-04-18,153,201500161,2,min,1:11 PM,Brian Gorman,Mark Carlson,Mike DiMuro,Tripp Gibson III,Target Field,"67 degrees, partly cloudy","11 mph, In from RF",0
45912,3,col,2015-04-18,175,201500162,6,lan,6:11 PM,Todd Tichenor,Tim Welke,Mike Everitt,Tim Timmons,Dodger Stadium,"72 degrees, clear","6 mph, Out to CF",0
41844,4,mia,2015-04-18,171,201500163,5,nyn,7:10 PM,Sean Barber,Eric Cooper,Lance Barksdale,Gary Cederstrom,Citi Field,"73 degrees, partly cloudy","10 mph, Out to LF",0
33961,2,mil,2015-04-18,150,201500164,6,pit,7:07 PM,Jeff Nelson,Laz Diaz,Chris Guccione,Cory Blaser,PNC Park,"73 degrees, partly cloudy","7 mph, In from LF",0
20824,9,nya,2015-04-18,187,201500165,0,tba,7:10 PM,David Rackley,Jerry Layne,Hunter Wendelstedt,Bob Davidson,Tropicana Field,"72 degrees, dome","0 mph, None",0
33151,5,oak,2015-04-18,154,201500166,0,kca,6:11 PM,Greg Gibson,Marvin Hudson,Chad Fairchild,Jim Joyce,Kauffman Stadium,"65 degrees, partly cloudy","6 mph, R to L",0
35330,5,phi,2015-04-18,176,201500167,3,was,1:06 PM,Vic Carapazza,Larry Vanover,Ron Kulpa,Brian Knight,Nationals Park,"77 degrees, sunny","3 mph, Out to RF",12
33958,6,sdn,2015-04-18,229,201500168,7,chn,1:20 PM,James Hoye,John Hirschbeck,Sam Holbrook,Bill Welke,Wrigley Field,"43 degrees, partly cloudy","19 mph, In from LF",0
43017,1,tex,2015-04-18,180,201500169,3,sea,6:11 PM,Bill Miller,Adrian Johnson,Jim Wolf,Adam Hamari,Safeco Field,"62 degrees, clear","5 mph, In from LF",0
24254,3,ana,2015-04-19,200,201500170,4,hou,1:12 PM,Dana DeMuth,Toby Basner,Paul Nauert,Mike Estabrook,Minute Maid Park,"73 degrees, roof closed","0 mph, None",0
41528,5,ari,2015-04-19,165,201500171,1,sfn,1:05 PM,CB Bucknor,Chris Segal,Lance Barrett,Dan Iassogna,AT&T Park,"61 degrees, cloudy","10 mph, Out to RF",0
44794,5,atl,2015-04-19,161,201500172,2,tor,1:08 PM,Alfonso Marquez,Joe West,Bruce Dreckman,Tom Hallion,Rogers Centre,"68 degrees, roof closed","0 mph, None",0
37761,8,bal,2015-04-19,194,201500173,3,bos,1:38 PM,Andy Fletcher,John Tumpane,Jerry Meals,Paul Emmel,Fenway Park,"49 degrees, sunny","13 mph, In from RF",0
30357,1,cha,2015-04-19,165,201500174,9,det,1:09 PM,Alan Porter,Mark Ripperger,Jeff Kellogg,Brian O'Nora,Comerica Park,"54 degrees, partly cloudy","17 mph, L to R",0
40742,1,cin,2015-04-19,122,201500175,2,sln,7:08 PM,Paul Schrieber,Clint Fagan,Manny Gonzalez,Jim Reynolds,Busch Stadium,"62 degrees, overcast","6 mph, L to R",0
17923,2,cle,2015-04-19,165,201500176,7,min,1:12 PM,Mark Carlson,Mike DiMuro,Tripp Gibson III,Brian Gorman,Target Field,"58 degrees, overcast","6 mph, R to L",0
44666,0,col,2015-04-19,175,201500177,7,lan,1:09 PM,Tim Welke,Mike Everitt,Tim Timmons,Todd Tichenor,Dodger Stadium,"76 degrees, sunny","5 mph, L to R",0
41234,6,mia,2015-04-19,169,201500178,7,nyn,1:12 PM,Eric Cooper,Lance Barksdale,Gary Cederstrom,Sean Barber,Citi Field,"58 degrees, partly cloudy","10 mph, In from RF",0
28129,2,mil,2015-04-19,159,201500179,5,pit,1:37 PM,Laz Diaz,Chris Guccione,Cory Blaser,Jeff Nelson,PNC Park,"70 degrees, partly cloudy","14 mph, L to R",0
21791,5,nya,2015-04-19,213,201500180,3,tba,1:10 PM,Jerry Layne,Hunter Wendelstedt,Bob Davidson,David Rackley,Tropicana Field,"72 degrees, dome","0 mph, None",0
36755,2,oak,2015-04-19,188,201500181,4,kca,1:13 PM,Marvin Hudson,Chad Fairchild,Jim Joyce,Greg Gibson,Kauffman Stadium,"65 degrees, cloudy","11 mph, L to R",0
36631,1,phi,2015-04-19,160,201500182,4,was,1:37 PM,Larry Vanover,Ron Kulpa,Tom Woodring,Vic Carapazza,Nationals Park,"68 degrees, cloudy","8 mph, In from RF",0
29113,5,sdn,2015-04-19,171,201500183,2,chn,1:21 PM,John Hirschbeck,Sam Holbrook,Bill Welke,James Hoye,Wrigley Field,"53 degrees, partly cloudy","15 mph, R to L",0
31601,10,tex,2015-04-19,225,201500184,11,sea,1:11 PM,Adrian Johnson,Jim Wolf,Adam Hamari,Bill Miller,Safeco Field,"64 degrees, sunny","5 mph, L to R",0
36829,1,bal,2015-04-20,141,201500185,7,bos,11:04 AM,Pat Hoberg,Jerry Meals,Tom Woodring,Andy Fletcher,Fenway Park,"44 degrees, cloudy","17 mph, In from RF",102
11777,5,chn,2015-04-20,193,201500186,2,pit,7:33 PM,Joe West,Gabe Morales,Kerwin Danley,D.J. Reyburn,PNC Park,"60 degrees, cloudy","18 mph, Out to CF",28
26660,6,cin,2015-04-20,143,201500187,1,mil,6:21 PM,Ted Barrett,Sean Barber,Angel Hernandez,Scott Barry,Miller Park,"63 degrees, roof closed","0 mph, None",0
13055,3,cle,2015-04-20,173,201500188,4,cha,7:10 PM,Eric Cooper,Dan Bellino,Lance Barksdale,Quinn Wolcott,U.S. Cellular Field,"46 degrees, overcast","24 mph, Out to LF",0
15129,7,hou,2015-04-20,206,201500189,5,sea,7:10 PM,CB Bucknor,Lance Barrett,Dan Iassogna,Dale Scott,Safeco Field,"70 degrees, clear","2 mph, Out to RF",0
20393,1,min,2015-04-20,163,201500190,7,kca,7:09 PM,Chris Guccione,Cory Blaser,Jeff Nelson,Laz Diaz,Kauffman Stadium,"58 degrees, partly cloudy","13 mph, L to R",0
27540,1,nya,2015-04-20,140,201500191,2,det,7:09 PM,Will Little,Gerry Davis,Phil Cuzzi,Tony Randazzo,Comerica Park,"52 degrees, overcast","22 mph, R to L",0
35228,6,oak,2015-04-20,177,201500192,3,ana,7:08 PM,Marty Foster,Mike Muchlinski,Mike Winters,Mark Wegner,Angel Stadium of Anaheim,"70 degrees, clear","8 mph, Out to RF",0
22586,14,sdn,2015-04-20,189,201500193,3,col,6:43 PM,Chad Fairchild,Jim Joyce,Greg Gibson,Marvin Hudson,Coors Field,"52 degrees, partly cloudy","2 mph, Out to CF",0
21033,1,atl,2015-04-21,161,201500194,7,nyn,7:10 PM,Chris Segal,Vic Carapazza,Andy Fletcher,Jerry Meals,Citi Field,"63 degrees, clear","17 mph, Out to RF",0
14184,6,bal,2015-04-21,173,201500195,13,tor,7:07 PM,Mike DiMuro,Tripp Gibson III,Brian Gorman,Mark Carlson,Rogers Centre,"68 degrees, roof closed","0 mph, None",0
14307,1,bos,2015-04-21,168,201500196,0,tba,7:09 PM,Bill Welke,James Hoye,John Tumpane,John Hirschbeck,Tropicana Field,"72 degrees, dome","0 mph, None",0
13680,9,chn,2015-04-21,198,201500197,8,pit,7:07 PM,Gabe Morales,Kerwin Danley,D.J. Reyburn,Joe West,PNC Park,"55 degrees, cloudy","21 mph, Out to CF",0
27293,16,cin,2015-04-21,202,201500198,10,mil,7:11 PM,Sean Barber,Angel Hernandez,Scott Barry,Ted Barrett,Miller Park,"62 degrees, roof closed","0 mph, None",0
14032,6,cle,2015-04-21,187,201500199,2,cha,7:10 PM,Dan Bellino,Lance Barksdale,Quinn Wolcott,Eric Cooper,U.S. Cellular Field,"46 degrees, partly cloudy","21 mph, Out to CF",0
13949,6,hou,2015-04-21,180,201500200,3,sea,7:11 PM,Lance Barrett,Dan Iassogna,Dale Scott,CB Bucknor,Safeco Field,"50 degrees, roof closed","0 mph, None",0
41386,2,lan,2015-04-21,189,201500201,6,sfn,7:15 PM,Clint Fagan,Manny Gonzalez,Jim Reynolds,Fieldin Culbreth,AT&T Park,"55 degrees, overcast","15 mph, Out to CF",0
21993,3,mia,2015-04-21,149,201500202,7,phi,7:06 PM,Toby Basner,Paul Nauert,Chris Conroy,Dana DeMuth,Citizens Bank Park,"64 degrees, clear","14 mph, L to R",0
20990,5,min,2015-04-21,175,201500203,6,kca,7:10 PM,Cory Blaser,Jeff Nelson,Laz Diaz,Chris Guccione,Kauffman Stadium,"68 degrees, clear","8 mph, L to R",0
27031,5,nya,2015-04-21,204,201500204,2,det,7:08 PM,Gerry Davis,Phil Cuzzi,Tony Randazzo,Will Little,Comerica Park,"50 degrees, partly cloudy","24 mph, R to L",0
32137,1,oak,2015-04-21,195,201500205,14,ana,7:09 PM,Mike Muchlinski,Mike Winters,Mark Wegner,Marty Foster,Angel Stadium of Anaheim,"66 degrees, partly cloudy","8 mph, Out to RF",0
22600,7,sdn,2015-04-21,186,201500206,6,col,6:43 PM,Jim Joyce,Greg Gibson,Marvin Hudson,Chad Fairchild,Coors Field,"60 degrees, cloudy","11 mph, Out to LF",0
27021,1,sln,2015-04-21,223,201500207,2,was,7:07 PM,Jim Wolf,Adam Hamari,Doug Eddings,Adrian Johnson,Nationals Park,"65 degrees, partly cloudy","8 mph, In from LF",0
18345,7,tex,2015-04-21,184,201500208,1,ari,6:40 PM,Mike Everitt,Tim Timmons,Ryan Blakney,Tim Welke,Chase Field,"86 degrees, partly cloudy","8 mph, Out to RF",0
20971,2,atl,2015-04-22,154,201500209,3,nyn,7:41 PM,Jordan Baker,Andy Fletcher,Jerry Meals,Chris Segal,Citi Field,"55 degrees, overcast","15 mph, Out to LF",31
15606,2,bal,2015-04-22,156,201500210,4,tor,7:06 PM,Tripp Gibson III,Brian Gorman,Mark Carlson,Mike DiMuro,Rogers Centre,"68 degrees, roof closed","0 mph, None",0
12733,5,bos,2015-04-22,190,201500211,7,tba,7:10 PM,James Hoye,John Tumpane,John Hirschbeck,Bill Welke,Tropicana Field,"72 degrees, dome","0 mph, None",0
15101,3,chn,2015-04-22,184,201500212,4,pit,7:07 PM,Kerwin Danley,D.J. Reyburn,Joe West,Gabe Morales,PNC Park,"42 degrees, cloudy","13 mph, Out to CF",0
30452,2,cin,2015-04-22,148,201500213,1,mil,7:10 PM,Angel Hernandez,Scott Barry,Ted Barrett,Sean Barber,Miller Park,"64 degrees, roof closed","0 mph, None",0
14429,0,cle,2015-04-22,176,201500214,6,cha,1:11 PM,Lance Barksdale,Quinn Wolcott,Eric Cooper,Dan Bellino,U.S. Cellular Field,"43 degrees, cloudy","18 mph, Out to RF",0
14756,2,hou,2015-04-22,154,201500215,3,sea,7:10 PM,Dan Iassogna,Dale Scott,CB Bucknor,Lance Barrett,Safeco Field,"56 degrees, clear","1 mph, L to R",0
42259,2,lan,2015-04-22,196,201500216,3,sfn,7:15 PM,Manny Gonzalez,Jim Reynolds,Fieldin Culbreth,Clint Fagan,AT&T Park,"59 degrees, partly cloudy","12 mph, Out to CF",0
23417,6,mia,2015-04-22,175,201500217,1,phi,7:06 PM,Paul Nauert,Chris Conroy,Dana DeMuth,Toby Basner,Citizens Bank Park,"55 degrees, cloudy","7 mph, Out to CF",0
24721,3,min,2015-04-22,167,201500218,0,kca,7:11 PM,Jeff Nelson,Laz Diaz,Chris Guccione,Cory Blaser,Kauffman Stadium,"56 degrees, partly cloudy","3 mph, Out to RF",0
27389,13,nya,2015-04-22,215,201500219,4,det,7:08 PM,Phil Cuzzi,Tony Randazzo,Will Little,Gerry Davis,Comerica Park,"38 degrees, overcast","15 mph, R to L",0
30034,9,oak,2015-04-22,178,201500220,2,ana,7:07 PM,Mike Winters,Mark Wegner,Marty Foster,Mike Muchlinski,Angel Stadium of Anaheim,"64 degrees, cloudy","2 mph, L to R",0
22705,4,sdn,2015-04-22,159,201500221,5,col,6:41 PM,Greg Gibson,Marvin Hudson,Chad Fairchild,Jim Joyce,Coors Field,"56 degrees, cloudy","11 mph, R to L",0
25771,7,sln,2015-04-22,171,201500222,5,was,7:07 PM,Adam Hamari,Doug Eddings,Adrian Johnson,Jim Wolf,Nationals Park,"55 degrees, partly cloudy","5 mph, L to R",0
17886,5,tex,2015-04-22,179,201500223,8,ari,6:40 PM,Tim Timmons,Ryan Blakney,Tim Welke,Mike Everitt,Chase Field,"85 degrees, clear","6 mph, In from CF",0
23980,3,atl,2015-04-23,198,201500224,6,nyn,1:10 PM,Andy Fletcher,Jerry Meals,Chris Segal,Jordan Baker,Citi Field,"49 degrees, cloudy","17 mph, Out to RF",0
18581,6,bal,2015-04-23,156,201500225,7,tor,7:07 PM,Brian Gorman,Mark Carlson,Mike DiMuro,Tripp Gibson III,Rogers Centre,"68 degrees, roof closed","0 mph, None",0
13834,1,bos,2015-04-23,180,201500226,2,tba,7:10 PM,John Tumpane,John Hirschbeck,Bill Welke,James Hoye,Tropicana Field,"72 degrees, dome","0 mph, None",0
22224,4,chn,2015-04-23,186,201500227,5,pit,12:37 PM,D.J. Reyburn,Joe West,Gabe Morales,Kerwin Danley,PNC Park,"43 degrees, cloudy","17 mph, Out to CF",0
27795,2,cin,2015-04-23,148,201500228,4,mil,12:40 PM,Scott Barry,Ted Barrett,Sean Barber,Angel Hernandez,Miller Park,"66 degrees, roof closed","0 mph, None",0
14218,3,kca,2015-04-23,247,201500229,2,cha,7:10 PM,Tim Timmons,Tim Welke,Mike Everitt,Sam Holbrook,U.S. Cellular Field,"50 degrees, clear","11 mph, In from LF",0
41240,2,lan,2015-04-23,203,201500230,3,sfn,12:45 PM,Jim Reynolds,Fieldin Culbreth,Clint Fagan,Manny Gonzalez,AT&T Park,"60 degrees, sunny","9 mph, Out to LF",0
17097,9,mia,2015-04-23,172,201500231,1,phi,1:06 PM,David Rackley,Dana DeMuth,Toby Basner,Chris Conroy,Citizens Bank Park,"49 degrees, cloudy","18 mph, In from LF",0
27754,2,nya,2015-04-23,182,201500232,1,det,1:08 PM,Tony Randazzo,Will Little,Gerry Davis,Phil Cuzzi,Comerica Park,"33 degrees, cloudy","12 mph, Out to CF",0
24304,0,oak,2015-04-23,140,201500233,2,ana,4:07 PM,Mark Wegner,Marty Foster,Ryan Blakney,Mike Winters,Angel Stadium of Anaheim,"67 degrees, cloudy","12 mph, Out to CF",0
31676,1,sdn,2015-04-23,173,201500234,2,col,1:12 PM,Marvin Hudson,Chad Fairchild,Jim Joyce,Greg Gibson,Coors Field,"67 degrees, overcast","9 mph, R to L",0
26990,4,sln,2015-04-23,151,201500235,1,was,4:05 PM,Doug Eddings,Adrian Johnson,Jim Wolf,Adam Hamari,Nationals Park,"55 degrees, overcast","14 mph, L to R",0
21164,0,atl,2015-04-24,154,201500236,1,phi,7:07 PM,Mark Carlson,Mike DiMuro,Tripp Gibson III,Brian Gorman,Citizens Bank Park,"55 degrees, partly cloudy","15 mph, Out to RF",0
37359,7,bos,2015-04-24,209,201500237,5,bal,7:08 PM,Will Little,Toby Basner,Chris Conroy,Dana DeMuth,Oriole Park at Camden Yards,"57 degrees, clear","7 mph, L to R",0
39891,7,chn,2015-04-24,228,201500238,3,cin,7:10 PM,Laz Diaz,Chris Guccione,Cory Blaser,Jeff Nelson,Great American Ball Park,"62 degrees, partly cloudy","5 mph, In from CF",0
28192,13,cle,2015-04-24,172,201500239,1,det,7:08 PM,Chad Fairchild,Jim Joyce,Greg Gibson,Marvin Hudson,Comerica Park,"52 degrees, clear","4 mph, L to R",0
18205,5,hou,2015-04-24,216,201500240,4,oak,7:08 PM,Lance Barksdale,Quinn Wolcott,Eric Cooper,Gary Cederstrom,O.co Coliseum,"57 degrees, partly cloudy","13 mph, Out to RF",0
20350,2,kca,2015-04-24,199,201500241,3,cha,7:10 PM,Tim Welke,Mike Everitt,Sam Holbrook,Tim Timmons,U.S. Cellular Field,"44 degrees, overcast","13 mph, L to R",0
43055,3,lan,2015-04-24,184,201500242,0,sdn,7:12 PM,Marty Foster,Ryan Blakney,Mike Winters,Mark Wegner,Petco Park,"62 degrees, cloudy","9 mph, L to R",0
25215,0,min,2015-04-24,123,201500243,2,sea,7:10 PM,Ted Barrett,Sean Barber,Angel Hernandez,Scott Barry,Safeco Field,"54 degrees, partly cloudy","1 mph, Varies",0
45310,1,nyn,2015-04-24,153,201500244,6,nya,7:11 PM,Adrian Johnson,Jim Wolf,Adam Hamari,Doug Eddings,Yankee Stadium,"46 degrees, partly cloudy","11 mph, L to R",0
24427,4,pit,2015-04-24,161,201500245,1,ari,6:40 PM,Gerry Davis,Tom Woodring,Phil Cuzzi,Tony Randazzo,Chase Field,"77 degrees, clear","5 mph, Varies",0
31453,4,sfn,2015-04-24,171,201500246,6,col,6:41 PM,John Hirschbeck,Bill Welke,James Hoye,John Tumpane,Coors Field,"58 degrees, overcast","6 mph, Out to RF",0
26286,3,sln,2015-04-24,162,201500247,0,mil,7:10 PM,Dale Scott,CB Bucknor,Lance Barrett,Dan Iassogna,Miller Park,"65 degrees, roof closed","0 mph, None",0
41054,2,tex,2015-04-24,167,201500248,3,ana,7:07 PM,Fieldin Culbreth,Clint Fagan,Manny Gonzalez,Jim Reynolds,Angel Stadium of Anaheim,"62 degrees, cloudy","7 mph, Out to CF",0
11897,3,tor,2015-04-24,149,201500249,12,tba,7:10 PM,Jerry Meals,Chris Segal,Jordan Baker,Andy Fletcher,Tropicana Field,"72 degrees, dome","0 mph, None",0
16259,2,was,2015-04-24,152,201500250,3,mia,7:12 PM,Joe West,Gabe Morales,Kerwin Danley,D.J. Reyburn,Marlins Park,"75 degrees, roof closed","0 mph, None",0
24748,5,atl,2015-04-25,147,201500251,2,phi,7:06 PM,Mike DiMuro,Tripp Gibson III,Brian Gorman,Mark Carlson,Citizens Bank Park,"57 degrees, cloudy","11 mph, Out to RF",0
36757,4,bos,2015-04-25,177,201500252,5,bal,7:08 PM,Toby Basner,Chris Conroy,Dana DeMuth,Will Little,Oriole Park at Camden Yards,"51 degrees, overcast","5 mph, Out to RF",0
35473,1,cle,2015-04-25,178,201500253,4,det,1:09 PM,Jim Joyce,Greg Gibson,Marvin Hudson,Chad Fairchild,Comerica Park,"44 degrees, cloudy","12 mph, In from LF",0
24342,9,hou,2015-04-25,175,201500254,3,oak,1:07 PM,Quinn Wolcott,Eric Cooper,Gary Cederstrom,Lance Barksdale,O.co Coliseum,"58 degrees, cloudy","11 mph, Out to RF",0
44454,11,lan,2015-04-25,216,201500255,8,sdn,5:41 PM,Ryan Blakney,Mike Winters,Mark Wegner,Marty Foster,Petco Park,"65 degrees, overcast","15 mph, Out to RF",0
33566,8,min,2015-04-25,206,201500256,5,sea,6:10 PM,Sean Barber,Angel Hernandez,Scott Barry,Ted Barrett,Safeco Field,"54 degrees, cloudy","3 mph, Out to RF",0
47909,8,nyn,2015-04-25,165,201500257,2,nya,4:07 PM,Jim Wolf,Adam Hamari,Doug Eddings,Adrian Johnson,Yankee Stadium,"57 degrees, sunny","12 mph, Varies",0
38859,2,pit,2015-04-25,172,201500258,1,ari,5:10 PM,Tom Woodring,Phil Cuzzi,Tony Randazzo,Gerry Davis,Chase Field,"77 degrees, cloudy","15 mph, Varies",0
36474,5,sfn,2015-04-25,232,201500259,4,col,6:13 PM,Bill Welke,James Hoye,John Tumpane,John Hirschbeck,Coors Field,"59 degrees, partly cloudy","3 mph, In from LF",0
35919,5,sln,2015-04-25,181,201500260,3,mil,6:12 PM,CB Bucknor,Lance Barrett,Dan Iassogna,Dale Scott,Miller Park,"65 degrees, roof closed","0 mph, None",0
38016,1,tex,2015-04-25,190,201500261,4,ana,6:12 PM,Manny Gonzalez,Jim Reynolds,Mark Ripperger,Clint Fagan,Angel Stadium of Anaheim,"63 degrees, cloudy","5 mph, L to R",0
19772,2,tor,2015-04-25,151,201500262,4,tba,6:10 PM,Chris Segal,Jordan Baker,Andy Fletcher,Jerry Meals,Tropicana Field,"72 degrees, dome","0 mph, None",0
18129,0,was,2015-04-25,155,201500263,8,mia,4:11 PM,Gabe Morales,Kerwin Danley,D.J. Reyburn,Joe West,Marlins Park,"72 degrees, roof closed","0 mph, None",0
28702,4,atl,2015-04-26,158,201500264,5,phi,1:37 PM,Tripp Gibson III,Brian Gorman,Mark Carlson,Mike DiMuro,Citizens Bank Park,"61 degrees, partly cloudy","5 mph, In from RF",0
43802,7,bos,2015-04-26,193,201500265,18,bal,1:36 PM,Chris Conroy,Dana DeMuth,Will Little,Toby Basner,Oriole Park at Camden Yards,"61 degrees, sunny","3 mph, In from LF",0
38954,5,chn,2015-04-26,166,201500266,2,cin,1:11 PM,Chris Guccione,Cory Blaser,Jeff Nelson,Laz Diaz,Great American Ball Park,"56 degrees, sunny","12 mph, Out to RF",0
30698,6,cle,2015-04-26,181,201500267,8,det,1:08 PM,Greg Gibson,Marvin Hudson,Chad Fairchild,Jim Joyce,Comerica Park,"53 degrees, sunny","16 mph, Out to RF",0
22080,7,hou,2015-04-26,191,201500268,6,oak,1:07 PM,Eric Cooper,Gary Cederstrom,Lance Barksdale,Quinn Wolcott,O.co Coliseum,"65 degrees, partly cloudy","6 mph, Out to RF",0
23317,3,kca,2015-04-26,168,201500269,5,cha,2:06 PM,Tim Welke,Sam Holbrook,Tim Timmons,Mike Everitt,U.S. Cellular Field,"54 degrees, sunny","15 mph, Out to RF",0
43256,1,lan,2015-04-26,150,201500270,3,sdn,1:11 PM,Mike Winters,Mark Wegner,Marty Foster,Ryan Blakney,Petco Park,"66 degrees, partly cloudy","11 mph, L to R",0
35242,4,min,2015-04-26,220,201500271,2,sea,1:09 PM,Angel Hernandez,Scott Barry,Ted Barrett,Sean Barber,Safeco Field,"56 degrees, overcast","0 mph, None",0
47510,4,nyn,2015-04-26,165,201500272,6,nya,8:08 PM,Adam Hamari,Doug Eddings,Adrian Johnson,Jim Wolf,Yankee Stadium,"56 degrees, cloudy","5 mph, R to L",0
32353,8,pit,2015-04-26,198,201500273,0,ari,1:10 PM,Phil Cuzzi,Tony Randazzo,Gerry Davis,Tom Woodring,Chase Field,"72 degrees, partly cloudy","5 mph, Varies",0
32758,3,sln,2015-04-26,183,201500274,6,mil,1:10 PM,Lance Barrett,Dan Iassogna,Dale Scott,CB Bucknor,Miller Park,"69 degrees, roof closed","0 mph, None",0
35053,5,tex,2015-04-26,253,201500275,4,ana,12:37 PM,Jim Reynolds,Mark Ripperger,Clint Fagan,Manny Gonzalez,Angel Stadium of Anaheim,"70 degrees, sunny","3 mph, Out to RF",0
21107,1,tor,2015-04-26,143,201500276,5,tba,1:10 PM,Jordan Baker,Andy Fletcher,Jerry Meals,Chris Segal,Tropicana Field,"72 degrees, dome","0 mph, None",0
21433,2,was,2015-04-26,160,201500277,6,mia,1:11 PM,Kerwin Danley,D.J. Reyburn,Joe West,Gabe Morales,Marlins Park,"76 degrees, roof closed","0 mph, None",0
17444,5,col,2015-04-27,209,201500278,4,ari,6:40 PM,Mark Wegner,Marty Foster,Mike Muchlinski,Mike Winters,Chase Field,"85 degrees, clear","5 mph, Out to RF",0
18054,5,det,2015-04-27,197,201500279,4,min,7:12 PM,Dan Bellino,Bruce Dreckman,Tom Hallion,Alfonso Marquez,Target Field,"69 degrees, clear","6 mph, In from LF",0
